"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2017"	"2017"	"Disease of pulmonary vessels, unspecified"	"I28.9"	35	325719178	0.0
	"2017"	"2017"	"Acute nonspecific idiopathic pericarditis"	"I30.0"	6	325719178	Unreliable
	"2017"	"2017"	"Infective pericarditis"	"I30.1"	18	325719178	Unreliable
	"2017"	"2017"	"Other forms of acute pericarditis"	"I30.8"	8	325719178	Unreliable
	"2017"	"2017"	"Acute pericarditis, unspecified"	"I30.9"	27	325719178	0.0
	"2017"	"2017"	"Chronic adhesive pericarditis"	"I31.0"	4	325719178	Unreliable
	"2017"	"2017"	"Chronic constrictive pericarditis"	"I31.1"	39	325719178	0.0
	"2017"	"2017"	"Haemopericardium, not elsewhere classified"	"I31.2"	35	325719178	0.0
	"2017"	"2017"	"Pericardial effusion (noninflammatory)"	"I31.3"	367	325719178	0.1
	"2017"	"2017"	"Other specified diseases of pericardium"	"I31.8"	3	325719178	Unreliable
	"2017"	"2017"	"Disease of pericardium, unspecified"	"I31.9"	227	325719178	0.1
	"2017"	"2017"	"Acute and subacute infective endocarditis"	"I33.0"	1464	325719178	0.4
	"2017"	"2017"	"Acute endocarditis, unspecified"	"I33.9"	55	325719178	0.0
	"2017"	"2017"	"Mitral (valve) insufficiency"	"I34.0"	2267	325719178	0.7
	"2017"	"2017"	"Mitral (valve) prolapse"	"I34.1"	189	325719178	0.1
	"2017"	"2017"	"Nonrheumatic mitral (valve) stenosis"	"I34.2"	43	325719178	0.0
	"2017"	"2017"	"Other nonrheumatic mitral valve disorders"	"I34.8"	108	325719178	0.0
	"2017"	"2017"	"Nonrheumatic mitral valve disorder, unspecified"	"I34.9"	112	325719178	0.0
	"2017"	"2017"	"Aortic (valve) stenosis"	"I35.0"	14466	325719178	4.4
	"2017"	"2017"	"Aortic (valve) insufficiency"	"I35.1"	560	325719178	0.2
	"2017"	"2017"	"Aortic (valve) stenosis with insufficiency"	"I35.2"	92	325719178	0.0
	"2017"	"2017"	"Other aortic valve disorders"	"I35.8"	354	325719178	0.1
	"2017"	"2017"	"Aortic valve disorder, unspecified"	"I35.9"	1355	325719178	0.4
	"2017"	"2017"	"Nonrheumatic tricuspid (valve) insufficiency"	"I36.1"	54	325719178	0.0
	"2017"	"2017"	"Other nonrheumatic tricuspid valve disorders"	"I36.8"	7	325719178	Unreliable
	"2017"	"2017"	"Nonrheumatic tricuspid valve disorder, unspecified"	"I36.9"	10	325719178	Unreliable
	"2017"	"2017"	"Pulmonary valve stenosis"	"I37.0"	4	325719178	Unreliable
	"2017"	"2017"	"Pulmonary valve insufficiency"	"I37.1"	5	325719178	Unreliable
	"2017"	"2017"	"Other pulmonary valve disorders"	"I37.8"	6	325719178	Unreliable
	"2017"	"2017"	"Pulmonary valve disorder, unspecified"	"I37.9"	4	325719178	Unreliable
	"2017"	"2017"	"Endocarditis, valve unspecified"	"I38"	5175	325719178	1.6
	"2017"	"2017"	"Infective myocarditis"	"I40.0"	121	325719178	0.0
	"2017"	"2017"	"Isolated myocarditis"	"I40.1"	16	325719178	Unreliable
	"2017"	"2017"	"Other acute myocarditis"	"I40.8"	7	325719178	Unreliable
	"2017"	"2017"	"Acute myocarditis, unspecified"	"I40.9"	66	325719178	0.0
	"2017"	"2017"	"Dilated cardiomyopathy"	"I42.0"	3352	325719178	1.0
	"2017"	"2017"	"Obstructive hypertrophic cardiomyopathy"	"I42.1"	179	325719178	0.1
	"2017"	"2017"	"Other hypertrophic cardiomyopathy"	"I42.2"	752	325719178	0.2
	"2017"	"2017"	"Endomyocardial (eosinophilic) disease"	"I42.3"	6	325719178	Unreliable
	"2017"	"2017"	"Endocardial fibroelastosis"	"I42.4"	44	325719178	0.0
	"2017"	"2017"	"Other restrictive cardiomyopathy"	"I42.5"	187	325719178	0.1
	"2017"	"2017"	"Alcoholic cardiomyopathy"	"I42.6"	551	325719178	0.2
	"2017"	"2017"	"Cardiomyopathy due to drugs and other external agents"	"I42.7"	31	325719178	0.0
	"2017"	"2017"	"Other cardiomyopathies"	"I42.8"	301	325719178	0.1
	"2017"	"2017"	"Cardiomyopathy, unspecified"	"I42.9"	16024	325719178	4.9
	"2017"	"2017"	"Atrioventricular block, first degree"	"I44.0"	10	325719178	Unreliable
	"2017"	"2017"	"Atrioventricular block, second degree"	"I44.1"	36	325719178	0.0
	"2017"	"2017"	"Atrioventricular block, complete"	"I44.2"	669	325719178	0.2
	"2017"	"2017"	"Other and unspecified atrioventricular block"	"I44.3"	77	325719178	0.0
	"2017"	"2017"	"Left anterior fascicular block"	"I44.4"	3	325719178	Unreliable
	"2017"	"2017"	"Left bundle-branch block, unspecified"	"I44.7"	22	325719178	0.0
	"2017"	"2017"	"Other and unspecified right bundle-branch block"	"I45.1"	22	325719178	0.0
	"2017"	"2017"	"Bifascicular block"	"I45.2"	8	325719178	Unreliable
	"2017"	"2017"	"Trifascicular block"	"I45.3"	1	325719178	Unreliable
	"2017"	"2017"	"Nonspecific intraventricular block"	"I45.4"	8	325719178	Unreliable
	"2017"	"2017"	"Other specified heart block"	"I45.5"	7	325719178	Unreliable
	"2017"	"2017"	"Pre-excitation syndrome"	"I45.6"	27	325719178	0.0
	"2017"	"2017"	"Other specified conduction disorders"	"I45.8"	1463	325719178	0.4
	"2017"	"2017"	"Conduction disorder, unspecified"	"I45.9"	206	325719178	0.1
	"2017"	"2017"	"Cardiac arrest with successful resuscitation"	"I46.0"	3	325719178	Unreliable
	"2017"	"2017"	"Sudden cardiac death, so described"	"I46.1"	1771	325719178	0.5
	"2017"	"2017"	"Cardiac arrest, unspecified"	"I46.9"	15584	325719178	4.8
	"2017"	"2017"	"Re-entry ventricular arrhythmia"	"I47.0"	3	325719178	Unreliable
	"2017"	"2017"	"Supraventricular tachycardia"	"I47.1"	179	325719178	0.1
	"2017"	"2017"	"Ventricular tachycardia"	"I47.2"	815	325719178	0.3
	"2017"	"2017"	"Paroxysmal tachycardia, unspecified"	"I47.9"	3	325719178	Unreliable
	"2017"	"2017"	"Atrial fibrillation and flutter"	"I48"	26077	325719178	8.0
	"2017"	"2017"	"Ventricular fibrillation and flutter"	"I49.0"	1477	325719178	0.5
	"2017"	"2017"	"Atrial premature depolarization"	"I49.1"	1	325719178	Unreliable
	"2017"	"2017"	"Ventricular premature depolarization"	"I49.3"	12	325719178	Unreliable
	"2017"	"2017"	"Sick sinus syndrome"	"I49.5"	535	325719178	0.2
	"2017"	"2017"	"Other specified cardiac arrhythmias"	"I49.8"	195	325719178	0.1
	"2017"	"2017"	"Cardiac arrhythmia, unspecified"	"I49.9"	7490	325719178	2.3
	"2017"	"2017"	"Congestive heart failure"	"I50.0"	64661	325719178	19.9
	"2017"	"2017"	"Left ventricular failure"	"I50.1"	354	325719178	0.1
	"2017"	"2017"	"Heart failure, unspecified"	"I50.9"	15465	325719178	4.7
	"2017"	"2017"	"Cardiac septal defect, acquired"	"I51.0"	24	325719178	0.0
	"2017"	"2017"	"Rupture of chordae tendineae, not elsewhere classified"	"I51.1"	10	325719178	Unreliable
	"2017"	"2017"	"Rupture of papillary muscle, not elsewhere classified"	"I51.2"	19	325719178	Unreliable
	"2017"	"2017"	"Intracardiac thrombosis, not elsewhere classified"	"I51.3"	70	325719178	0.0
	"2017"	"2017"	"Myocarditis, unspecified"	"I51.4"	443	325719178	0.1
	"2017"	"2017"	"Myocardial degeneration"	"I51.5"	154	325719178	0.0
	"2017"	"2017"	"Cardiovascular disease, unspecified"	"I51.6"	7988	325719178	2.5
	"2017"	"2017"	"Cardiomegaly"	"I51.7"	2067	325719178	0.6
	"2017"	"2017"	"Other ill-defined heart diseases"	"I51.8"	1583	325719178	0.5
	"2017"	"2017"	"Heart disease, unspecified"	"I51.9"	7602	325719178	2.3
	"2017"	"2017"	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"I60.0"	110	325719178	0.0
	"2017"	"2017"	"Subarachnoid haemorrhage from basilar artery"	"I60.4"	1	325719178	Unreliable
	"2017"	"2017"	"Subarachnoid haemorrhage from vertebral artery"	"I60.5"	1	325719178	Unreliable
	"2017"	"2017"	"Subarachnoid haemorrhage from other intracranial arteries"	"I60.6"	42	325719178	0.0
	"2017"	"2017"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	312	325719178	0.1
	"2017"	"2017"	"Other subarachnoid haemorrhage"	"I60.8"	296	325719178	0.1
	"2017"	"2017"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	4781	325719178	1.5
	"2017"	"2017"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	436	325719178	0.1
	"2017"	"2017"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	362	325719178	0.1
	"2017"	"2017"	"Intracerebral haemorrhage in hemisphere, unspecified"	"I61.2"	78	325719178	0.0
	"2017"	"2017"	"Intracerebral haemorrhage in brain stem"	"I61.3"	732	325719178	0.2
	"2017"	"2017"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	550	325719178	0.2
	"2017"	"2017"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	1124	325719178	0.3
	"2017"	"2017"	"Other intracerebral haemorrhage"	"I61.8"	42	325719178	0.0
	"2017"	"2017"	"Intracerebral haemorrhage, unspecified"	"I61.9"	13662	325719178	4.2
	"2017"	"2017"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	2651	325719178	0.8
	"2017"	"2017"	"Nontraumatic extradural haemorrhage"	"I62.1"	28	325719178	0.0
	"2017"	"2017"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	8653	325719178	2.7
	"2017"	"2017"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	231	325719178	0.1
	"2017"	"2017"	"Cerebral infarction due to embolism of precerebral arteries"	"I63.1"	47	325719178	0.0
	"2017"	"2017"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	1002	325719178	0.3
	"2017"	"2017"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	644	325719178	0.2
	"2017"	"2017"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	2007	325719178	0.6
	"2017"	"2017"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	444	325719178	0.1
	"2017"	"2017"	"Other cerebral infarction"	"I63.8"	88	325719178	0.0
	"2017"	"2017"	"Cerebral infarction, unspecified"	"I63.9"	12710	325719178	3.9
	"2017"	"2017"	"Stroke, not specified as haemorrhage or infarction"	"I64"	56243	325719178	17.3
	"2017"	"2017"	"Dissection of cerebral arteries, nonruptured"	"I67.0"	3	325719178	Unreliable
	"2017"	"2017"	"Cerebral aneurysm, nonruptured"	"I67.1"	352	325719178	0.1
	"2017"	"2017"	"Cerebral atherosclerosis"	"I67.2"	8321	325719178	2.6
	"2017"	"2017"	"Progressive vascular leukoencephalopathy"	"I67.3"	26	325719178	0.0
	"2017"	"2017"	"Hypertensive encephalopathy"	"I67.4"	138	325719178	0.0
	"2017"	"2017"	"Moyamoya disease"	"I67.5"	37	325719178	0.0
	"2017"	"2017"	"Cerebral arteritis, not elsewhere classified"	"I67.7"	53	325719178	0.0
	"2017"	"2017"	"Other specified cerebrovascular diseases"	"I67.8"	1343	325719178	0.4
	"2017"	"2017"	"Cerebrovascular disease, unspecified"	"I67.9"	9475	325719178	2.9
	"2017"	"2017"	"Sequelae of subarachnoid haemorrhage"	"I69.0"	113	325719178	0.0
	"2017"	"2017"	"Sequelae of intracerebral haemorrhage"	"I69.1"	281	325719178	0.1
	"2017"	"2017"	"Sequelae of other nontraumatic intracranial haemorrhage"	"I69.2"	185	325719178	0.1
	"2017"	"2017"	"Sequelae of cerebral infarction"	"I69.3"	1247	325719178	0.4
	"2017"	"2017"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	10879	325719178	3.3
	"2017"	"2017"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	6653	325719178	2.0
	"2017"	"2017"	"Atherosclerosis of aorta"	"I70.0"	110	325719178	0.0
	"2017"	"2017"	"Atherosclerosis of renal artery"	"I70.1"	15	325719178	Unreliable
	"2017"	"2017"	"Atherosclerosis of arteries of extremities"	"I70.2"	139	325719178	0.0
	"2017"	"2017"	"Atherosclerosis of other arteries"	"I70.8"	2	325719178	Unreliable
	"2017"	"2017"	"Generalized and unspecified atherosclerosis"	"I70.9"	5281	325719178	1.6
	"2017"	"2017"	"Dissection of aorta [any part]"	"I71.0"	3654	325719178	1.1
	"2017"	"2017"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	499	325719178	0.2
	"2017"	"2017"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	501	325719178	0.2
	"2017"	"2017"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	2306	325719178	0.7
	"2017"	"2017"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	1406	325719178	0.4
	"2017"	"2017"	"Thoracoabdominal aortic aneurysm, ruptured"	"I71.5"	62	325719178	0.0
	"2017"	"2017"	"Thoracoabdominal aortic aneurysm, without mention of rupture"	"I71.6"	133	325719178	0.0
	"2017"	"2017"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	805	325719178	0.2
	"2017"	"2017"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	562	325719178	0.2
	"2017"	"2017"	"Aneurysm of carotid artery"	"I72.0"	48	325719178	0.0
	"2017"	"2017"	"Aneurysm of renal artery"	"I72.2"	33	325719178	0.0
	"2017"	"2017"	"Aneurysm of iliac artery"	"I72.3"	113	325719178	0.0
	"2017"	"2017"	"Aneurysm of artery of lower extremity"	"I72.4"	55	325719178	0.0
	"2017"	"2017"	"Aneurysm and dissection of other precerebral arteries"	"I72.5"	44	325719178	0.0
	"2017"	"2017"	"Aneurysm of other specified arteries"	"I72.8"	96	325719178	0.0
	"2017"	"2017"	"Aneurysm of unspecified site"	"I72.9"	331	325719178	0.1
	"2017"	"2017"	"Raynaud syndrome"	"I73.0"	15	325719178	Unreliable
	"2017"	"2017"	"Thromboangiitis obliterans [Buerger]"	"I73.1"	24	325719178	0.0
	"2017"	"2017"	"Other specified peripheral vascular diseases"	"I73.8"	11	325719178	Unreliable
	"2017"	"2017"	"Peripheral vascular disease, unspecified"	"I73.9"	7307	325719178	2.2
	"2017"	"2017"	"Embolism and thrombosis of abdominal aorta"	"I74.0"	33	325719178	0.0
	"2017"	"2017"	"Embolism and thrombosis of other and unspecified parts of aorta"	"I74.1"	167	325719178	0.1
	"2017"	"2017"	"Embolism and thrombosis of arteries of upper extremities"	"I74.2"	7	325719178	Unreliable
	"2017"	"2017"	"Embolism and thrombosis of arteries of lower extremities"	"I74.3"	61	325719178	0.0
	"2017"	"2017"	"Embolism and thrombosis of arteries of extremities, unspecified"	"I74.4"	17	325719178	Unreliable
	"2017"	"2017"	"Embolism and thrombosis of iliac artery"	"I74.5"	16	325719178	Unreliable
	"2017"	"2017"	"Embolism and thrombosis of other arteries"	"I74.8"	25	325719178	0.0
	"2017"	"2017"	"Embolism and thrombosis of unspecified artery"	"I74.9"	312	325719178	0.1
	"2017"	"2017"	"Arteriovenous fistula, acquired"	"I77.0"	107	325719178	0.0
	"2017"	"2017"	"Stricture of artery"	"I77.1"	101	325719178	0.0
	"2017"	"2017"	"Rupture of artery"	"I77.2"	152	325719178	0.0
	"2017"	"2017"	"Arterial fibromuscular dysplasia"	"I77.3"	14	325719178	Unreliable
	"2017"	"2017"	"Coeliac artery compression syndrome"	"I77.4"	9	325719178	Unreliable
	"2017"	"2017"	"Arteritis, unspecified"	"I77.6"	294	325719178	0.1
	"2017"	"2017"	"Other specified disorders of arteries and arterioles"	"I77.8"	91	325719178	0.0
	"2017"	"2017"	"Disorder of arteries and arterioles, unspecified"	"I77.9"	212	325719178	0.1
	"2017"	"2017"	"Hereditary haemorrhagic telangiectasia"	"I78.0"	41	325719178	0.0
	"2017"	"2017"	"Naevus, non-neoplastic"	"I78.1"	3	325719178	Unreliable
	"2017"	"2017"	"Other diseases of capillaries"	"I78.8"	19	325719178	Unreliable
	"2017"	"2017"	"Disease of capillaries, unspecified"	"I78.9"	1	325719178	Unreliable
	"2017"	"2017"	"Phlebitis and thrombophlebitis of superficial vessels of lower extremities"	"I80.0"	1	325719178	Unreliable
	"2017"	"2017"	"Phlebitis and thrombophlebitis of femoral vein"	"I80.1"	30	325719178	0.0
	"2017"	"2017"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	2590	325719178	0.8
	"2017"	"2017"	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	311	325719178	0.1
	"2017"	"2017"	"Phlebitis and thrombophlebitis of other sites"	"I80.8"	4	325719178	Unreliable
	"2017"	"2017"	"Phlebitis and thrombophlebitis of unspecified site"	"I80.9"	38	325719178	0.0
	"2017"	"2017"	"Portal vein thrombosis"	"I81"	150	325719178	0.0
	"2017"	"2017"	"Budd-Chiari syndrome"	"I82.0"	17	325719178	Unreliable
	"2017"	"2017"	"Thrombophlebitis migrans"	"I82.1"	1	325719178	Unreliable
	"2017"	"2017"	"Embolism and thrombosis of vena cava"	"I82.2"	29	325719178	0.0
	"2017"	"2017"	"Embolism and thrombosis of renal vein"	"I82.3"	2	325719178	Unreliable
	"2017"	"2017"	"Embolism and thrombosis of other specified veins"	"I82.8"	53	325719178	0.0
	"2017"	"2017"	"Embolism and thrombosis of unspecified vein"	"I82.9"	154	325719178	0.0
	"2017"	"2017"	"Varicose veins of lower extremities with ulcer"	"I83.0"	47	325719178	0.0
	"2017"	"2017"	"Varicose veins of lower extremities with inflammation"	"I83.1"	10	325719178	Unreliable
	"2017"	"2017"	"Varicose veins of lower extremities with both ulcer and inflammation"	"I83.2"	11	325719178	Unreliable
	"2017"	"2017"	"Varicose veins of lower extremities without ulcer or inflammation"	"I83.9"	117	325719178	0.0
	"2017"	"2017"	"Internal haemorrhoids with other complications"	"I84.1"	1	325719178	Unreliable
	"2017"	"2017"	"Internal haemorrhoids without complication"	"I84.2"	6	325719178	Unreliable
	"2017"	"2017"	"Unspecified haemorrhoids with other complications"	"I84.8"	3	325719178	Unreliable
	"2017"	"2017"	"Unspecified haemorrhoids without complication"	"I84.9"	17	325719178	Unreliable
	"2017"	"2017"	"Oesophageal varices with bleeding"	"I85.0"	143	325719178	0.0
	"2017"	"2017"	"Oesophageal varices without bleeding"	"I85.9"	56	325719178	0.0
	"2017"	"2017"	"Gastric varices"	"I86.4"	31	325719178	0.0
	"2017"	"2017"	"Varicose veins of other specified sites"	"I86.8"	3	325719178	Unreliable
	"2017"	"2017"	"Postphlebitic syndrome"	"I87.0"	1	325719178	Unreliable
	"2017"	"2017"	"Compression of vein"	"I87.1"	31	325719178	0.0
	"2017"	"2017"	"Venous insufficiency (chronic)(peripheral)"	"I87.2"	57	325719178	0.0
	"2017"	"2017"	"Other specified disorders of veins"	"I87.8"	57	325719178	0.0
	"2017"	"2017"	"Disorder of vein, unspecified"	"I87.9"	15	325719178	Unreliable
	"2017"	"2017"	"Nonspecific mesenteric lymphadenitis"	"I88.0"	2	325719178	Unreliable
	"2017"	"2017"	"Nonspecific lymphadenitis, unspecified"	"I88.9"	1	325719178	Unreliable
	"2017"	"2017"	"Lymphoedema, not elsewhere classified"	"I89.0"	114	325719178	0.0
	"2017"	"2017"	"Lymphangitis"	"I89.1"	2	325719178	Unreliable
	"2017"	"2017"	"Other specified noninfective disorders of lymphatic vessels and lymph nodes"	"I89.8"	22	325719178	0.0
	"2017"	"2017"	"Noninfective disorder of lymphatic vessels and lymph nodes, unspecified"	"I89.9"	8	325719178	Unreliable
	"2017"	"2017"	"Idiopathic hypotension"	"I95.0"	4	325719178	Unreliable
	"2017"	"2017"	"Orthostatic hypotension"	"I95.1"	51	325719178	0.0
	"2017"	"2017"	"Hypotension due to drugs"	"I95.2"	2	325719178	Unreliable
	"2017"	"2017"	"Other hypotension"	"I95.8"	20	325719178	0.0
	"2017"	"2017"	"Hypotension, unspecified"	"I95.9"	236	325719178	0.1
	"2017"	"2017"	"Other and unspecified disorders of circulatory system"	"I99"	287	325719178	0.1
	"2018"	"2018"	"Rheumatic fever without mention of heart involvement"	"I00"	11	327167434	Unreliable
	"2018"	"2018"	"Acute rheumatic pericarditis"	"I01.0"	1	327167434	Unreliable
	"2018"	"2018"	"Acute rheumatic endocarditis"	"I01.1"	6	327167434	Unreliable
	"2018"	"2018"	"Other acute rheumatic heart disease"	"I01.8"	6	327167434	Unreliable
	"2018"	"2018"	"Acute rheumatic heart disease, unspecified"	"I01.9"	1	327167434	Unreliable
	"2018"	"2018"	"Rheumatic chorea without heart involvement"	"I02.9"	1	327167434	Unreliable
	"2018"	"2018"	"Mitral stenosis"	"I05.0"	577	327167434	0.2
	"2018"	"2018"	"Rheumatic mitral insufficiency"	"I05.1"	41	327167434	0.0
	"2018"	"2018"	"Mitral stenosis with insufficiency"	"I05.2"	39	327167434	0.0
	"2018"	"2018"	"Other mitral valve diseases"	"I05.8"	16	327167434	Unreliable
	"2018"	"2018"	"Mitral valve disease, unspecified"	"I05.9"	869	327167434	0.3
	"2018"	"2018"	"Rheumatic aortic stenosis"	"I06.0"	56	327167434	0.0
	"2018"	"2018"	"Rheumatic aortic insufficiency"	"I06.1"	2	327167434	Unreliable
	"2018"	"2018"	"Rheumatic aortic stenosis with insufficiency"	"I06.2"	1	327167434	Unreliable
	"2018"	"2018"	"Rheumatic aortic valve disease, unspecified"	"I06.9"	13	327167434	Unreliable
	"2018"	"2018"	"Tricuspid stenosis"	"I07.0"	9	327167434	Unreliable
	"2018"	"2018"	"Tricuspid insufficiency"	"I07.1"	412	327167434	0.1
	"2018"	"2018"	"Other tricuspid valve diseases"	"I07.8"	101	327167434	0.0
	"2018"	"2018"	"Tricuspid valve disease, unspecified"	"I07.9"	30	327167434	0.0
	"2018"	"2018"	"Disorders of both mitral and aortic valves"	"I08.0"	794	327167434	0.2
	"2018"	"2018"	"Disorders of both mitral and tricuspid valves"	"I08.1"	147	327167434	0.0
	"2018"	"2018"	"Disorders of both aortic and tricuspid valves"	"I08.2"	31	327167434	0.0
	"2018"	"2018"	"Combined disorders of mitral, aortic and tricuspid valves"	"I08.3"	88	327167434	0.0
	"2018"	"2018"	"Other multiple valve diseases"	"I08.8"	7	327167434	Unreliable
	"2018"	"2018"	"Multiple valve disease, unspecified"	"I08.9"	41	327167434	0.0
	"2018"	"2018"	"Rheumatic myocarditis"	"I09.0"	10	327167434	Unreliable
	"2018"	"2018"	"Rheumatic diseases of endocardium, valve unspecified"	"I09.1"	75	327167434	0.0
	"2018"	"2018"	"Chronic rheumatic pericarditis"	"I09.2"	1	327167434	Unreliable
	"2018"	"2018"	"Other specified rheumatic heart diseases"	"I09.8"	2	327167434	Unreliable
